logical_group_id,true_label,predicted_label,support,count,row_fraction
primary__flattened_splt__xgboost__train_inner,Download,Cloud,651,0,0
primary__flattened_splt__xgboost__train_inner,Download,Collaborative,651,23,0.0353302611367127
primary__flattened_splt__xgboost__train_inner,Download,ConnCheck,651,1,0.00153609831029186
primary__flattened_splt__xgboost__train_inner,Download,Database,651,0,0
primary__flattened_splt__xgboost__train_inner,Download,Download,651,226,0.34715821812596
primary__flattened_splt__xgboost__train_inner,Download,Email,651,0,0
primary__flattened_splt__xgboost__train_inner,Download,Network,651,2,0.00307219662058372
primary__flattened_splt__xgboost__train_inner,Download,SocialNetwork,651,0,0
primary__flattened_splt__xgboost__train_inner,Download,SoftwareUpdate,651,0,0
primary__flattened_splt__xgboost__train_inner,Download,System,651,0,0
primary__flattened_splt__xgboost__train_inner,Download,Unspecified,651,1,0.00153609831029186
primary__flattened_splt__xgboost__train_inner,Download,VoIP,651,0,0
primary__flattened_splt__xgboost__train_inner,Download,Web,651,193,0.296466973886329
primary__flattened_splt__xgboost__train_inner,Email,Chat,391,0,0
primary__flattened_splt__xgboost__train_inner,Email,Cloud,391,0,0
primary__flattened_splt__xgboost__train_inner,Email,Collaborative,391,1,0.00255754475703325
primary__flattened_splt__xgboost__train_inner,Email,ConnCheck,391,0,0
primary__flattened_splt__xgboost__train_inner,Email,Database,391,11,0.0281329923273657
primary__flattened_splt__xgboost__train_inner,Email,Download,391,0,0
primary__flattened_splt__xgboost__train_inner,Email,Email,391,229,0.585677749360614
primary__flattened_splt__xgboost__train_inner,Email,Network,391,0,0
primary__flattened_splt__xgboost__train_inner,Email,SocialNetwork,391,0,0
primary__flattened_splt__xgboost__train_inner,Email,SoftwareUpdate,391,0,0
primary__flattened_splt__xgboost__train_inner,Email,System,391,0,0
primary__flattened_splt__xgboost__train_inner,Email,Unspecified,391,109,0.278772378516624
primary__flattened_splt__xgboost__train_inner,Email,VoIP,391,0,0
primary__flattened_splt__xgboost__train_inner,Email,Web,391,41,0.104859335038363
primary__flattened_splt__xgboost__train_inner,Network,Chat,84447,5,5.92087344725094e-05
primary__flattened_splt__xgboost__train_inner,Network,Cloud,84447,0,0
primary__flattened_splt__xgboost__train_inner,Network,Collaborative,84447,1,1.18417468945019e-05
primary__flattened_splt__xgboost__train_inner,Network,ConnCheck,84447,0,0
primary__flattened_splt__xgboost__train_inner,Network,Database,84447,15,0.000177626203417528
primary__flattened_splt__xgboost__train_inner,Network,Download,84447,0,0
primary__flattened_splt__xgboost__train_inner,Network,Email,84447,1,1.18417468945019e-05
primary__flattened_splt__xgboost__train_inner,Network,Network,84447,84086,0.995725129371085
primary__flattened_splt__xgboost__train_inner,Network,SocialNetwork,84447,0,0
primary__flattened_splt__xgboost__train_inner,Network,SoftwareUpdate,84447,0,0
primary__flattened_splt__xgboost__train_inner,Network,System,84447,0,0
primary__flattened_splt__xgboost__train_inner,Network,Unspecified,84447,4,4.73669875780075e-05
primary__flattened_splt__xgboost__train_inner,Network,VoIP,84447,293,0.00346963184008905
primary__flattened_splt__xgboost__train_inner,Network,Web,84447,42,0.000497353369569079
primary__flattened_splt__xgboost__train_inner,SocialNetwork,Chat,3883,34,0.00875611640484162
primary__flattened_splt__xgboost__train_inner,SocialNetwork,Cloud,3883,1,0.000257532835436518
primary__flattened_splt__xgboost__train_inner,SocialNetwork,Collaborative,3883,130,0.0334792686067474
primary__flattened_splt__xgboost__train_inner,SocialNetwork,ConnCheck,3883,0,0
primary__flattened_splt__xgboost__train_inner,SocialNetwork,Database,3883,0,0
primary__flattened_splt__xgboost__train_inner,SocialNetwork,Download,3883,0,0
primary__flattened_splt__xgboost__train_inner,SocialNetwork,Email,3883,0,0
primary__flattened_splt__xgboost__train_inner,SocialNetwork,Network,3883,0,0
primary__flattened_splt__xgboost__train_inner,SocialNetwork,SocialNetwork,3883,1218,0.313674993561679
primary__flattened_splt__xgboost__train_inner,SocialNetwork,SoftwareUpdate,3883,0,0
primary__flattened_splt__xgboost__train_inner,SocialNetwork,System,3883,0,0
primary__flattened_splt__xgboost__train_inner,SocialNetwork,Unspecified,3883,0,0
primary__flattened_splt__xgboost__train_inner,SocialNetwork,VoIP,3883,3,0.000772598506309554
primary__flattened_splt__xgboost__train_inner,SocialNetwork,Web,3883,2497,0.643059490084986
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,Chat,737,97,0.131614654002714
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,Cloud,737,0,0
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,Collaborative,737,169,0.229308005427408
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,ConnCheck,737,22,0.0298507462686567
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,Database,737,0,0
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,Download,737,0,0
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,Email,737,0,0
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,Network,737,3,0.00407055630936228
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,SocialNetwork,737,0,0
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,SoftwareUpdate,737,53,0.0719131614654003
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,System,737,0,0
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,Unspecified,737,0,0
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,VoIP,737,0,0
primary__flattened_splt__xgboost__train_inner,SoftwareUpdate,Web,737,393,0.533242876526459
primary__flattened_splt__xgboost__train_inner,System,Chat,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,Cloud,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,Collaborative,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,ConnCheck,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,Database,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,Download,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,Email,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,Network,1230,1226,0.996747967479675
primary__flattened_splt__xgboost__train_inner,System,SocialNetwork,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,SoftwareUpdate,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,System,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,Unspecified,1230,0,0
primary__flattened_splt__xgboost__train_inner,System,VoIP,1230,4,0.0032520325203252
primary__flattened_splt__xgboost__train_inner,System,Web,1230,0,0
primary__flattened_splt__xgboost__train_inner,Unspecified,Chat,5680,262,0.0461267605633803
primary__flattened_splt__xgboost__train_inner,Unspecified,Cloud,5680,0,0
primary__flattened_splt__xgboost__train_inner,Unspecified,Collaborative,5680,14,0.00246478873239437
primary__flattened_splt__xgboost__train_inner,Unspecified,ConnCheck,5680,0,0
primary__flattened_splt__xgboost__train_inner,Unspecified,Database,5680,11,0.00193661971830986
primary__flattened_splt__xgboost__train_inner,Unspecified,Download,5680,0,0
primary__flattened_splt__xgboost__train_inner,Unspecified,Email,5680,3,0.000528169014084507
primary__flattened_splt__xgboost__train_inner,Unspecified,Network,5680,20,0.00352112676056338
primary__flattened_splt__xgboost__train_inner,Unspecified,SocialNetwork,5680,1,0.000176056338028169
primary__flattened_splt__xgboost__train_inner,Unspecified,SoftwareUpdate,5680,0,0
primary__flattened_splt__xgboost__train_inner,Unspecified,System,5680,0,0
primary__flattened_splt__xgboost__train_inner,Unspecified,Unspecified,5680,5264,0.926760563380282
primary__flattened_splt__xgboost__train_inner,Unspecified,VoIP,5680,58,0.0102112676056338
primary__flattened_splt__xgboost__train_inner,Unspecified,Web,5680,47,0.00827464788732394
primary__flattened_splt__xgboost__train_inner,VoIP,Chat,1569,5,0.00318674314850223
primary__flattened_splt__xgboost__train_inner,VoIP,Cloud,1569,0,0
primary__flattened_splt__xgboost__train_inner,VoIP,Collaborative,1569,1,0.000637348629700446
primary__flattened_splt__xgboost__train_inner,VoIP,ConnCheck,1569,0,0
primary__flattened_splt__xgboost__train_inner,VoIP,Database,1569,0,0
primary__flattened_splt__xgboost__train_inner,VoIP,Download,1569,0,0
primary__flattened_splt__xgboost__train_inner,VoIP,Email,1569,0,0
primary__flattened_splt__xgboost__train_inner,VoIP,Network,1569,223,0.142128744423199
primary__flattened_splt__xgboost__train_inner,VoIP,SocialNetwork,1569,0,0
primary__flattened_splt__xgboost__train_inner,VoIP,SoftwareUpdate,1569,0,0
primary__flattened_splt__xgboost__train_inner,VoIP,System,1569,0,0
primary__flattened_splt__xgboost__train_inner,VoIP,Unspecified,1569,1,0.000637348629700446
primary__flattened_splt__xgboost__train_inner,VoIP,VoIP,1569,1331,0.848311026131294
primary__flattened_splt__xgboost__train_inner,VoIP,Web,1569,8,0.00509878903760357
primary__flattened_splt__xgboost__train_inner,Web,Chat,110690,107,0.00096666365525341
primary__flattened_splt__xgboost__train_inner,Web,Cloud,110690,18,0.000162616315837022
primary__flattened_splt__xgboost__train_inner,Web,Collaborative,110690,472,0.00426416117083747
primary__flattened_splt__xgboost__train_inner,Web,ConnCheck,110690,0,0
primary__flattened_splt__xgboost__train_inner,Web,Database,110690,1,9.03423976872346e-06
primary__flattened_splt__xgboost__train_inner,Web,Download,110690,5,4.51711988436173e-05
primary__flattened_splt__xgboost__train_inner,Web,Email,110690,2,1.80684795374469e-05
primary__flattened_splt__xgboost__train_inner,Web,Network,110690,166,0.00149968380160809
primary__flattened_splt__xgboost__train_inner,Web,SocialNetwork,110690,0,0
primary__flattened_splt__xgboost__train_inner,Web,SoftwareUpdate,110690,0,0
primary__flattened_splt__xgboost__train_inner,Web,System,110690,0,0
primary__flattened_splt__xgboost__train_inner,Web,Unspecified,110690,18,0.000162616315837022
primary__flattened_splt__xgboost__train_inner,Web,VoIP,110690,545,0.00492366067395429
primary__flattened_splt__xgboost__train_inner,Web,Web,110690,109356,0.987948324148523
