logical_group_id,partition,test_domain,class_index,class_name,support,precision,recall,f1
primary__matched_flow_stats__random_forest__train_inner,combined,outer,7,Network,84447,0.98519012051291,0.998069795256196,0.991588136331016
primary__matched_flow_stats__random_forest__train_inner,combined,outer,8,SocialNetwork,3883,0.947894736842105,0.927633273242338,0.937654562020044
primary__matched_flow_stats__random_forest__train_inner,combined,outer,9,SoftwareUpdate,737,0.788461538461538,0.611940298507463,0.689075630252101
primary__matched_flow_stats__random_forest__train_inner,combined,outer,10,System,1230,1,0.0105691056910569,0.0209171359613838
primary__matched_flow_stats__random_forest__train_inner,combined,outer,11,Unspecified,5680,0.973564425770308,0.979049295774648,0.976299157303371
primary__matched_flow_stats__random_forest__train_inner,combined,outer,12,VoIP,1569,0.576146788990826,0.80050987890376,0.670045345425447
primary__matched_flow_stats__random_forest__train_inner,combined,outer,13,Web,110690,0.967094549722073,0.960375824374379,0.9637234770705
primary__matched_flow_stats__random_forest__train_outer,combined,inner,0,Chat,3985,0.696655583805985,0.893851944792974,0.783029237194988
primary__matched_flow_stats__random_forest__train_outer,combined,inner,1,Cloud,5778,0.867804963914804,0.853236413984078,0.86045902783838
primary__matched_flow_stats__random_forest__train_outer,combined,inner,2,Collaborative,6632,0.641482019614966,0.798854041013269,0.711570747431334
primary__matched_flow_stats__random_forest__train_outer,combined,inner,3,ConnCheck,281,0.69811320754717,0.658362989323843,0.677655677655678
primary__matched_flow_stats__random_forest__train_outer,combined,inner,4,Database,327,0.851063829787234,0.978593272171254,0.910384068278805
primary__matched_flow_stats__random_forest__train_outer,combined,inner,5,Download,651,0.776508972267537,0.731182795698925,0.753164556962025
primary__matched_flow_stats__random_forest__train_outer,combined,inner,6,Email,391,0.758389261744966,0.867007672634271,0.809069212410501
primary__matched_flow_stats__random_forest__train_outer,combined,inner,7,Network,84447,0.996765249537893,0.996163274006181,0.99646417085695
primary__matched_flow_stats__random_forest__train_outer,combined,inner,8,SocialNetwork,3883,0.951826792963464,0.905742982230234,0.928213248878332
primary__matched_flow_stats__random_forest__train_outer,combined,inner,9,SoftwareUpdate,737,0.675830469644903,0.800542740841248,0.732919254658385
primary__matched_flow_stats__random_forest__train_outer,combined,inner,10,System,1230,0.988682295877122,0.994308943089431,0.991487636805837
primary__matched_flow_stats__random_forest__train_outer,combined,inner,11,Unspecified,5680,0.96684888026803,0.965316901408451,0.966082283499251
primary__matched_flow_stats__random_forest__train_outer,combined,inner,12,VoIP,1569,0.830351225977469,0.798597833014659,0.814165042235218
primary__matched_flow_stats__random_forest__train_outer,combined,inner,13,Web,110690,0.972121021581936,0.949778661125666,0.960819974775631
primary__matched_flow_stats__random_forest__train_outer,combined,outer,0,Chat,3985,0.720264317180617,0.902634880803011,0.801202806548613
primary__matched_flow_stats__random_forest__train_outer,combined,outer,1,Cloud,5778,0.889975144987572,0.929560401523018,0.9093371709134
primary__matched_flow_stats__random_forest__train_outer,combined,outer,2,Collaborative,6632,0.662959794696322,0.818003618817853,0.732365845426932
primary__matched_flow_stats__random_forest__train_outer,combined,outer,3,ConnCheck,281,0.883636363636364,0.864768683274021,0.87410071942446
primary__matched_flow_stats__random_forest__train_outer,combined,outer,4,Database,327,0.92485549132948,0.978593272171254,0.950965824665676
primary__matched_flow_stats__random_forest__train_outer,combined,outer,5,Download,651,0.848998459167951,0.846390168970814,0.847692307692308
primary__matched_flow_stats__random_forest__train_outer,combined,outer,6,Email,391,0.940700808625337,0.892583120204604,0.916010498687664
primary__matched_flow_stats__random_forest__train_outer,combined,outer,7,Network,84447,0.999205323148818,0.997596125380416,0.998400075848256
primary__matched_flow_stats__random_forest__train_outer,combined,outer,8,SocialNetwork,3883,0.944258064516129,0.94231264486222,0.94328435163702
primary__matched_flow_stats__random_forest__train_outer,combined,outer,9,SoftwareUpdate,737,0.814229249011858,0.83853459972863,0.82620320855615
primary__matched_flow_stats__random_forest__train_outer,combined,outer,10,System,1230,0.964566929133858,0.995934959349594,0.98
primary__matched_flow_stats__random_forest__train_outer,combined,outer,11,Unspecified,5680,0.972746331236897,0.980281690140845,0.976499473868818
primary__matched_flow_stats__random_forest__train_outer,combined,outer,12,VoIP,1569,0.904024767801858,0.930528999362651,0.917085427135678
primary__matched_flow_stats__random_forest__train_outer,combined,outer,13,Web,110690,0.979012551680664,0.954106061974885,0.966398858000403
primary__matched_flow_stats__xgboost__train_inner,combined,inner,0,Chat,3985,0.710526315789474,0.914680050188206,0.799780581459133
primary__matched_flow_stats__xgboost__train_inner,combined,inner,1,Cloud,5778,0.889089121887287,0.939252336448598,0.913482578690456
primary__matched_flow_stats__xgboost__train_inner,combined,inner,2,Collaborative,6632,0.577935943060498,0.857056694813028,0.690350397765227
primary__matched_flow_stats__xgboost__train_inner,combined,inner,3,ConnCheck,281,0.911660777385159,0.918149466192171,0.914893617021277
primary__matched_flow_stats__xgboost__train_inner,combined,inner,4,Database,327,0.972809667673716,0.984709480122324,0.978723404255319
primary__matched_flow_stats__xgboost__train_inner,combined,inner,5,Download,651,0.860119047619048,0.887864823348694,0.873771730914588
primary__matched_flow_stats__xgboost__train_inner,combined,inner,6,Email,391,0.939947780678851,0.920716112531969,0.930232558139535
primary__matched_flow_stats__xgboost__train_inner,combined,inner,7,Network,84447,0.999478598852917,0.998780300069866,0.999129327449877
primary__matched_flow_stats__xgboost__train_inner,combined,inner,8,SocialNetwork,3883,0.948764160659114,0.949008498583569,0.948886313892108
primary__matched_flow_stats__xgboost__train_inner,combined,inner,9,SoftwareUpdate,737,0.842447916666667,0.877883310719132,0.859800664451827
primary__matched_flow_stats__xgboost__train_inner,combined,inner,10,System,1230,0.996753246753247,0.998373983739837,0.997562956945573
primary__matched_flow_stats__xgboost__train_inner,combined,inner,11,Unspecified,5680,0.987240829346092,0.98080985915493,0.984014837057317
primary__matched_flow_stats__xgboost__train_inner,combined,inner,12,VoIP,1569,0.94031746031746,0.943913320586361,0.942111959287532
primary__matched_flow_stats__xgboost__train_inner,combined,inner,13,Web,110690,0.983121646723808,0.941936941006414,0.96208874104354
primary__matched_flow_stats__xgboost__train_inner,combined,outer,0,Chat,3985,0.700243704305443,0.865244667503137,0.774048714782804
primary__matched_flow_stats__xgboost__train_inner,combined,outer,1,Cloud,5778,0.914499532273153,0.845967462789893,0.878899577452126
primary__matched_flow_stats__xgboost__train_inner,combined,outer,2,Collaborative,6632,0.633489313266726,0.755277442702051,0.689043262947933
primary__matched_flow_stats__xgboost__train_inner,combined,outer,3,ConnCheck,281,0.894160583941606,0.871886120996441,0.882882882882883
primary__matched_flow_stats__xgboost__train_inner,combined,outer,4,Database,327,0.904494382022472,0.984709480122324,0.94289897510981
primary__matched_flow_stats__xgboost__train_inner,combined,outer,5,Download,651,0.636471990464839,0.820276497695853,0.716778523489933
primary__matched_flow_stats__xgboost__train_inner,combined,outer,6,Email,391,0.94311377245509,0.805626598465473,0.868965517241379
primary__matched_flow_stats__xgboost__train_inner,combined,outer,7,Network,84447,0.982713682955621,0.995654078889718,0.989141559709657
primary__matched_flow_stats__xgboost__train_inner,combined,outer,8,SocialNetwork,3883,0.947186836518047,0.919134689672933,0.932949941184159
primary__matched_flow_stats__xgboost__train_inner,combined,outer,9,SoftwareUpdate,737,0.760586319218241,0.633649932157395,0.691339748334567
primary__matched_flow_stats__xgboost__train_inner,combined,outer,10,System,1230,0.857142857142857,0.0048780487804878,0.00970088924818108
primary__matched_flow_stats__xgboost__train_inner,combined,outer,11,Unspecified,5680,0.978835978835979,0.977112676056338,0.977973568281938
primary__matched_flow_stats__xgboost__train_inner,combined,outer,12,VoIP,1569,0.73592571096924,0.808158062460166,0.770352369380316
primary__matched_flow_stats__xgboost__train_inner,combined,outer,13,Web,110690,0.968364827782418,0.953238774957087,0.960742268416716
primary__matched_flow_stats__xgboost__train_outer,combined,inner,0,Chat,3985,0.69047619047619,0.895106649937265,0.779586930390121
primary__matched_flow_stats__xgboost__train_outer,combined,inner,1,Cloud,5778,0.779950746052441,0.931810314987885,0.84914438924375
primary__matched_flow_stats__xgboost__train_outer,combined,inner,2,Collaborative,6632,0.528135657446002,0.84062123039807,0.648708401210147
primary__matched_flow_stats__xgboost__train_outer,combined,inner,3,ConnCheck,281,0.634502923976608,0.772241992882562,0.696629213483146
primary__matched_flow_stats__xgboost__train_outer,combined,inner,4,Database,327,0.955223880597015,0.978593272171254,0.966767371601209
primary__matched_flow_stats__xgboost__train_outer,combined,inner,5,Download,651,0.753067484662577,0.754224270353303,0.753645433614735
primary__matched_flow_stats__xgboost__train_outer,combined,inner,6,Email,391,0.751082251082251,0.887468030690537,0.813599062133646
primary__matched_flow_stats__xgboost__train_outer,combined,inner,7,Network,84447,0.985872358400901,0.994931732329153,0.99038132846113
primary__matched_flow_stats__xgboost__train_outer,combined,inner,8,SocialNetwork,3883,0.975849731663685,0.842904970383724,0.90451844687025
primary__matched_flow_stats__xgboost__train_outer,combined,inner,9,SoftwareUpdate,737,0.592627599243856,0.850746268656716,0.698607242339833
primary__matched_flow_stats__xgboost__train_outer,combined,inner,10,System,1230,0.928348909657321,0.242276422764228,0.384268214055448
primary__matched_flow_stats__xgboost__train_outer,combined,inner,11,Unspecified,5680,0.979613927476096,0.955985915492958,0.967655707030206
primary__matched_flow_stats__xgboost__train_outer,combined,inner,12,VoIP,1569,0.776802507836991,0.789674952198853,0.783185840707965
primary__matched_flow_stats__xgboost__train_outer,combined,inner,13,Web,110690,0.976539309541762,0.924320173457404,0.94971247696799
primary__matched_flow_stats__xgboost__train_outer,combined,outer,0,Chat,3985,0.699536858355847,0.909661229611041,0.790880331624305
primary__matched_flow_stats__xgboost__train_outer,combined,outer,1,Cloud,5778,0.881278538812785,0.935271720318449,0.907472712006717
primary__matched_flow_stats__xgboost__train_outer,combined,outer,2,Collaborative,6632,0.556531070139499,0.860223160434258,0.675827755730617
primary__matched_flow_stats__xgboost__train_outer,combined,outer,3,ConnCheck,281,0.914285714285714,0.911032028469751,0.912655971479501
primary__matched_flow_stats__xgboost__train_outer,combined,outer,4,Database,327,0.914285714285714,0.978593272171254,0.945347119645495
primary__matched_flow_stats__xgboost__train_outer,combined,outer,5,Download,651,0.850074962518741,0.870967741935484,0.860394537177542
primary__matched_flow_stats__xgboost__train_outer,combined,outer,6,Email,391,0.957104557640751,0.91304347826087,0.934554973821989
primary__matched_flow_stats__xgboost__train_outer,combined,outer,7,Network,84447,0.999347699752126,0.997809276824517,0.998577895759759
primary__matched_flow_stats__xgboost__train_outer,combined,outer,8,SocialNetwork,3883,0.941658137154555,0.947720834406387,0.944679758695931
primary__matched_flow_stats__xgboost__train_outer,combined,outer,9,SoftwareUpdate,737,0.826478149100257,0.872455902306649,0.848844884488449
primary__matched_flow_stats__xgboost__train_outer,combined,outer,10,System,1230,0.965272296764009,0.994308943089431,0.979575490588706
primary__matched_flow_stats__xgboost__train_outer,combined,outer,11,Unspecified,5680,0.98549186128804,0.980633802816901,0.983056830215319
primary__matched_flow_stats__xgboost__train_outer,combined,outer,12,VoIP,1569,0.915685058896466,0.941363926067559,0.928346951602766
primary__matched_flow_stats__xgboost__train_outer,combined,outer,13,Web,110690,0.983101288017363,0.937103622730147,0.959551528438814
primary__prefix_stats__random_forest__train_inner,combined,inner,0,Chat,3985,0.722816219487593,0.899121706398996,0.80138671438157
primary__prefix_stats__random_forest__train_inner,combined,inner,1,Cloud,5778,0.922694549194378,0.931637244721357,0.927144333448157
primary__prefix_stats__random_forest__train_inner,combined,inner,2,Collaborative,6632,0.658605105655307,0.813027744270205,0.727714420676159
primary__prefix_stats__random_forest__train_inner,combined,inner,3,ConnCheck,281,0.910780669144981,0.871886120996441,0.890909090909091
primary__prefix_stats__random_forest__train_inner,combined,inner,4,Database,327,0.966867469879518,0.981651376146789,0.974203338391502
primary__prefix_stats__random_forest__train_inner,combined,inner,5,Download,651,0.859133126934985,0.852534562211982,0.855821125674634
primary__prefix_stats__random_forest__train_inner,combined,inner,6,Email,391,0.91025641025641,0.907928388746803,0.909090909090909
primary__prefix_stats__random_forest__train_inner,combined,inner,7,Network,84447,0.999205944747976,0.998377680675453,0.99879164099891
primary__prefix_stats__random_forest__train_inner,combined,inner,8,SocialNetwork,3883,0.944688550012923,0.941282513520474,0.942982456140351
primary__prefix_stats__random_forest__train_inner,combined,inner,9,SoftwareUpdate,737,0.842456608811749,0.856173677069199,0.849259757738896
primary__prefix_stats__random_forest__train_inner,combined,inner,10,System,1230,0.992730210016155,0.999186991869919,0.995948136142626
primary__prefix_stats__random_forest__train_inner,combined,inner,11,Unspecified,5680,0.98036440827879,0.975704225352113,0.978028765551928
primary__prefix_stats__random_forest__train_inner,combined,inner,12,VoIP,1569,0.921618204804046,0.92925430210325,0.925420501428118
primary__prefix_stats__random_forest__train_inner,combined,inner,13,Web,110690,0.978992217970757,0.956951847502033,0.967846569935309
primary__prefix_stats__random_forest__train_inner,combined,outer,0,Chat,3985,0.711284383799004,0.824090338770389,0.763543362008835
primary__prefix_stats__random_forest__train_inner,combined,outer,1,Cloud,5778,0.928459734167318,0.822083766009,0.872039654855884
primary__prefix_stats__random_forest__train_inner,combined,outer,2,Collaborative,6632,0.616244208231126,0.681845597104946,0.64738725841088
primary__prefix_stats__random_forest__train_inner,combined,outer,3,ConnCheck,281,0.887323943661972,0.672597864768683,0.765182186234818
primary__prefix_stats__random_forest__train_inner,combined,outer,4,Database,327,0.911680911680912,0.978593272171254,0.943952802359882
primary__prefix_stats__random_forest__train_inner,combined,outer,5,Download,651,0.648989898989899,0.789554531490015,0.712404712404712
primary__prefix_stats__random_forest__train_inner,combined,outer,6,Email,391,0.940509915014164,0.849104859335038,0.89247311827957
primary__prefix_stats__random_forest__train_inner,combined,outer,7,Network,84447,0.984937189599766,0.998093478749985,0.991471691898695
primary__prefix_stats__random_forest__train_inner,combined,outer,8,SocialNetwork,3883,0.947089947089947,0.921967550862735,0.934359911261908
primary__prefix_stats__random_forest__train_inner,combined,outer,9,SoftwareUpdate,737,0.811287477954145,0.62415196743555,0.705521472392638
primary__prefix_stats__random_forest__train_inner,combined,outer,10,System,1230,1,0.0105691056910569,0.0209171359613838
primary__prefix_stats__random_forest__train_inner,combined,outer,11,Unspecified,5680,0.978021978021978,0.971478873239437,0.974739445327681
primary__prefix_stats__random_forest__train_inner,combined,outer,12,VoIP,1569,0.609144542772861,0.789674952198853,0.687760199833472
primary__prefix_stats__random_forest__train_inner,combined,outer,13,Web,110690,0.966666666666667,0.959680187912187,0.963160758001632
primary__prefix_stats__random_forest__train_outer,combined,inner,0,Chat,3985,0.685243950813169,0.867001254705144,0.765481333776448
primary__prefix_stats__random_forest__train_outer,combined,inner,1,Cloud,5778,0.872313976203161,0.85012114918657,0.861074590235779
primary__prefix_stats__random_forest__train_outer,combined,inner,2,Collaborative,6632,0.62627474505099,0.787092882991556,0.697534576067348
primary__prefix_stats__random_forest__train_outer,combined,inner,3,ConnCheck,281,0.723076923076923,0.669039145907473,0.695009242144177
primary__prefix_stats__random_forest__train_outer,combined,inner,4,Database,327,0.851458885941645,0.981651376146789,0.911931818181818
primary__prefix_stats__random_forest__train_outer,combined,inner,5,Download,651,0.781094527363184,0.723502304147465,0.751196172248804
primary__prefix_stats__random_forest__train_outer,combined,inner,6,Email,391,0.736501079913607,0.872122762148338,0.798594847775176
primary__prefix_stats__random_forest__train_outer,combined,inner,7,Network,84447,0.99677732755148,0.996246166234443,0.996511676112977
primary__prefix_stats__random_forest__train_outer,combined,inner,8,SocialNetwork,3883,0.951456310679612,0.908575843420036,0.929521802134106
primary__prefix_stats__random_forest__train_outer,combined,inner,9,SoftwareUpdate,737,0.692397660818713,0.80325644504749,0.743718592964824
primary__prefix_stats__random_forest__train_outer,combined,inner,10,System,1230,0.989482200647249,0.994308943089431,0.991889699918897
primary__prefix_stats__random_forest__train_outer,combined,inner,11,Unspecified,5680,0.967021276595745,0.960211267605634,0.963604240282686
primary__prefix_stats__random_forest__train_outer,combined,inner,12,VoIP,1569,0.838037634408602,0.794773741236456,0.815832515538109
primary__prefix_stats__random_forest__train_outer,combined,inner,13,Web,110690,0.97054720484844,0.949073990423706,0.959690496092376
primary__prefix_stats__random_forest__train_outer,combined,outer,0,Chat,3985,0.716376027259972,0.896863237139272,0.796523289503009
primary__prefix_stats__random_forest__train_outer,combined,outer,1,Cloud,5778,0.898157453936348,0.928002769124264,0.912836227442969
primary__prefix_stats__random_forest__train_outer,combined,outer,2,Collaborative,6632,0.647257383966245,0.809559710494572,0.719367588932806
primary__prefix_stats__random_forest__train_outer,combined,outer,3,ConnCheck,281,0.883636363636364,0.864768683274021,0.87410071942446
primary__prefix_stats__random_forest__train_outer,combined,outer,4,Database,327,0.92485549132948,0.978593272171254,0.950965824665676
primary__prefix_stats__random_forest__train_outer,combined,outer,5,Download,651,0.85625,0.841781874039939,0.848954298993029
primary__prefix_stats__random_forest__train_outer,combined,outer,6,Email,391,0.914285714285714,0.900255754475703,0.907216494845361
primary__prefix_stats__random_forest__train_outer,combined,outer,7,Network,84447,0.999240896690784,0.997619808874205,0.998429694768217
primary__prefix_stats__random_forest__train_outer,combined,outer,8,SocialNetwork,3883,0.940706367620521,0.939737316507855,0.9402215923731
primary__prefix_stats__random_forest__train_outer,combined,outer,9,SoftwareUpdate,737,0.816644993498049,0.852103120759837,0.833997343957503
primary__prefix_stats__random_forest__train_outer,combined,outer,10,System,1230,0.96608832807571,0.995934959349594,0.980784627702162
primary__prefix_stats__random_forest__train_outer,combined,outer,11,Unspecified,5680,0.977248677248677,0.975528169014084,0.976387665198238
primary__prefix_stats__random_forest__train_outer,combined,outer,12,VoIP,1569,0.90846394984326,0.923518164435946,0.915929203539823
primary__prefix_stats__random_forest__train_outer,combined,outer,13,Web,110690,0.978533691723051,0.953780829343211,0.965998719004484
primary__prefix_stats__xgboost__train_inner,combined,inner,0,Chat,3985,0.704789833822092,0.904642409033877,0.792307692307692
primary__prefix_stats__xgboost__train_inner,combined,inner,1,Cloud,5778,0.889709502708026,0.938213914849429,0.913318170331059
primary__prefix_stats__xgboost__train_inner,combined,inner,2,Collaborative,6632,0.564115357748728,0.852382388419783,0.678916711703597
primary__prefix_stats__xgboost__train_inner,combined,inner,3,ConnCheck,281,0.908450704225352,0.918149466192171,0.913274336283186
primary__prefix_stats__xgboost__train_inner,combined,inner,4,Database,327,0.969788519637462,0.981651376146789,0.975683890577508
primary__prefix_stats__xgboost__train_inner,combined,inner,5,Download,651,0.833576642335766,0.877112135176651,0.854790419161677
primary__prefix_stats__xgboost__train_inner,combined,inner,6,Email,391,0.935233160621762,0.923273657289003,0.929214929214929
primary__prefix_stats__xgboost__train_inner,combined,inner,7,Network,84447,0.999407561880162,0.99881582531055,0.999111605979484
primary__prefix_stats__xgboost__train_inner,combined,inner,8,SocialNetwork,3883,0.950426026336173,0.947978367241823,0.949200618875709
primary__prefix_stats__xgboost__train_inner,combined,inner,9,SoftwareUpdate,737,0.8348271446863,0.884667571234735,0.859025032938076
primary__prefix_stats__xgboost__train_inner,combined,inner,10,System,1230,0.996750609260764,0.997560975609756,0.99715562779358
primary__prefix_stats__xgboost__train_inner,combined,inner,11,Unspecified,5680,0.986140724946695,0.977112676056338,0.981605942695437
primary__prefix_stats__xgboost__train_inner,combined,inner,12,VoIP,1569,0.943239795918367,0.94263862332696,0.942939113802996
primary__prefix_stats__xgboost__train_inner,combined,inner,13,Web,110690,0.982925355092173,0.940283675128738,0.961131786238676
primary__prefix_stats__xgboost__train_inner,combined,outer,0,Chat,3985,0.676014319809069,0.852948557089084,0.754243869965605
primary__prefix_stats__xgboost__train_inner,combined,outer,1,Cloud,5778,0.914881516587678,0.835237106265144,0.873247082240116
primary__prefix_stats__xgboost__train_inner,combined,outer,2,Collaborative,6632,0.592858025454096,0.723462002412545,0.651680814940577
primary__prefix_stats__xgboost__train_inner,combined,outer,3,ConnCheck,281,0.874551971326165,0.868327402135231,0.871428571428571
primary__prefix_stats__xgboost__train_inner,combined,outer,4,Database,327,0.899159663865546,0.981651376146789,0.93859649122807
primary__prefix_stats__xgboost__train_inner,combined,outer,5,Download,651,0.64713216957606,0.797235023041475,0.7143840330351
primary__prefix_stats__xgboost__train_inner,combined,outer,6,Email,391,0.944444444444444,0.782608695652174,0.855944055944056
primary__prefix_stats__xgboost__train_inner,combined,outer,7,Network,84447,0.985441438067597,0.997122455504636,0.991247535242356
primary__prefix_stats__xgboost__train_inner,combined,outer,8,SocialNetwork,3883,0.95421686746988,0.917847025495751,0.935678655815175
primary__prefix_stats__xgboost__train_inner,combined,outer,9,SoftwareUpdate,737,0.812606473594549,0.647218453188602,0.720543806646526
primary__prefix_stats__xgboost__train_inner,combined,outer,10,System,1230,0.909090909090909,0.00813008130081301,0.016116035455278
primary__prefix_stats__xgboost__train_inner,combined,outer,11,Unspecified,5680,0.978284086863653,0.967605633802817,0.972915560276155
primary__prefix_stats__xgboost__train_inner,combined,outer,12,VoIP,1569,0.718891402714932,0.810070108349267,0.761762061732095
primary__prefix_stats__xgboost__train_inner,combined,outer,13,Web,110690,0.967775982965601,0.952615412413045,0.960135854966628
primary__prefix_stats__xgboost__train_outer,combined,inner,0,Chat,3985,0.65693023255814,0.886072772898369,0.754487179487179
primary__prefix_stats__xgboost__train_outer,combined,inner,1,Cloud,5778,0.779673268758132,0.933367947386639,0.849625836943679
primary__prefix_stats__xgboost__train_outer,combined,inner,2,Collaborative,6632,0.51386286998876,0.827201447527141,0.633926507973192
primary__prefix_stats__xgboost__train_outer,combined,inner,3,ConnCheck,281,0.64,0.740213523131673,0.686468646864686
primary__prefix_stats__xgboost__train_outer,combined,inner,4,Database,327,0.952522255192878,0.981651376146789,0.966867469879518
primary__prefix_stats__xgboost__train_outer,combined,inner,5,Download,651,0.741248097412481,0.748079877112135,0.744648318042814
primary__prefix_stats__xgboost__train_outer,combined,inner,6,Email,391,0.735729386892178,0.89002557544757,0.805555555555556
primary__prefix_stats__xgboost__train_outer,combined,inner,7,Network,84447,0.985873518714068,0.995014624557415,0.990422980132841
primary__prefix_stats__xgboost__train_outer,combined,inner,8,SocialNetwork,3883,0.969641772920461,0.822559876384239,0.890065486972273
primary__prefix_stats__xgboost__train_outer,combined,inner,9,SoftwareUpdate,737,0.567420814479638,0.850746268656716,0.680781758957655
primary__prefix_stats__xgboost__train_outer,combined,inner,10,System,1230,0.929230769230769,0.245528455284553,0.388424437299035
primary__prefix_stats__xgboost__train_outer,combined,inner,11,Unspecified,5680,0.973228920050992,0.940845070422535,0.956763047175723
primary__prefix_stats__xgboost__train_outer,combined,inner,12,VoIP,1569,0.775753768844221,0.787125557680051,0.781398291679848
primary__prefix_stats__xgboost__train_outer,combined,inner,13,Web,110690,0.974675548409326,0.92002890956726,0.946564175969216
primary__prefix_stats__xgboost__train_outer,combined,outer,0,Chat,3985,0.693168660748746,0.90138017565872,0.783680593432966
primary__prefix_stats__xgboost__train_outer,combined,outer,1,Cloud,5778,0.8902619871478,0.935098650051921,0.912129653076728
primary__prefix_stats__xgboost__train_outer,combined,outer,2,Collaborative,6632,0.541127189642041,0.857056694813028,0.663398692810457
primary__prefix_stats__xgboost__train_outer,combined,outer,3,ConnCheck,281,0.911347517730496,0.914590747330961,0.912966252220249
primary__prefix_stats__xgboost__train_outer,combined,outer,4,Database,327,0.912181303116147,0.984709480122324,0.947058823529412
primary__prefix_stats__xgboost__train_outer,combined,outer,5,Download,651,0.850523168908819,0.874039938556068,0.862121212121212
primary__prefix_stats__xgboost__train_outer,combined,outer,6,Email,391,0.941952506596306,0.91304347826087,0.927272727272727
primary__prefix_stats__xgboost__train_outer,combined,outer,7,Network,84447,0.999347707488318,0.997821118571412,0.998583829585518
primary__prefix_stats__xgboost__train_outer,combined,outer,8,SocialNetwork,3883,0.939030612244898,0.947978367241823,0.943483275663206
primary__prefix_stats__xgboost__train_outer,combined,outer,9,SoftwareUpdate,737,0.822929936305733,0.876526458616011,0.848883048620237
primary__prefix_stats__xgboost__train_outer,combined,outer,10,System,1230,0.964483030781373,0.99349593495935,0.978774529435322
primary__prefix_stats__xgboost__train_outer,combined,outer,11,Unspecified,5680,0.985239196158634,0.975352112676056,0.980270724586393
primary__prefix_stats__xgboost__train_outer,combined,outer,12,VoIP,1569,0.914853946550653,0.938177182919057,0.926368785399622
primary__prefix_stats__xgboost__train_outer,combined,outer,13,Web,110690,0.982909391289486,0.935233535098022,0.958478966348936
primary__sequential_splt__cnn1d__train_inner,combined,inner,0,Chat,3985,0.82105035660255,0.953324968632371,0.882257315373897
primary__sequential_splt__cnn1d__train_inner,combined,inner,1,Cloud,5778,0.900540197013028,0.980962270681897,0.939032471835653
primary__sequential_splt__cnn1d__train_inner,combined,inner,2,Collaborative,6632,0.61866023902782,0.928829915560917,0.742660799324854
primary__sequential_splt__cnn1d__train_inner,combined,inner,3,ConnCheck,281,0.871794871794872,0.96797153024911,0.917369308600337
primary__sequential_splt__cnn1d__train_inner,combined,inner,4,Database,327,0.889830508474576,0.963302752293578,0.92511013215859
primary__sequential_splt__cnn1d__train_inner,combined,inner,5,Download,651,0.658454647256439,0.903225806451613,0.761658031088083
primary__sequential_splt__cnn1d__train_inner,combined,inner,6,Email,391,0.794117647058823,0.966751918158568,0.8719723183391
primary__sequential_splt__cnn1d__train_inner,combined,inner,7,Network,84447,0.999345175731022,0.993960709083804,0.996645669945796
primary__sequential_splt__cnn1d__train_inner,combined,inner,8,SocialNetwork,3883,0.973021124968185,0.984548029873809,0.978750640040963
primary__sequential_splt__cnn1d__train_inner,combined,inner,9,SoftwareUpdate,737,0.817432273262662,0.941655359565807,0.87515762925599
primary__sequential_splt__cnn1d__train_inner,combined,inner,10,System,1230,0.917921686746988,0.991056910569106,0.953088350273651
primary__sequential_splt__cnn1d__train_inner,combined,inner,11,Unspecified,5680,0.975258817336375,0.978521126760563,0.976887248440109
primary__sequential_splt__cnn1d__train_inner,combined,inner,12,VoIP,1569,0.782428940568475,0.964945825366475,0.864155251141553
primary__sequential_splt__cnn1d__train_inner,combined,inner,13,Web,110690,0.993572267030179,0.948206703405908,0.970359549938519
primary__sequential_splt__cnn1d__train_inner,combined,outer,0,Chat,3985,0.823937554206418,0.95357590966123,0.88402931255089
primary__sequential_splt__cnn1d__train_inner,combined,outer,1,Cloud,5778,0.882526381129733,0.984250605745933,0.930616920307642
primary__sequential_splt__cnn1d__train_inner,combined,outer,2,Collaborative,6632,0.670610559214198,0.905910735826297,0.770701045474954
primary__sequential_splt__cnn1d__train_inner,combined,outer,3,ConnCheck,281,0.776504297994269,0.9644128113879,0.86031746031746
primary__sequential_splt__cnn1d__train_inner,combined,outer,4,Database,327,0.799492385786802,0.963302752293578,0.87378640776699
primary__sequential_splt__cnn1d__train_inner,combined,outer,5,Download,651,0.661627906976744,0.874039938556068,0.753143613500993
primary__sequential_splt__cnn1d__train_inner,combined,outer,6,Email,391,0.811688311688312,0.959079283887468,0.879249706916764
primary__sequential_splt__cnn1d__train_inner,combined,outer,7,Network,84447,0.999307991504999,0.991817352895899,0.995548582262081
primary__sequential_splt__cnn1d__train_inner,combined,outer,8,SocialNetwork,3883,0.970513472292832,0.983260365696626,0.976845337085839
primary__sequential_splt__cnn1d__train_inner,combined,outer,9,SoftwareUpdate,737,0.820023837902265,0.933514246947083,0.873096446700508
primary__sequential_splt__cnn1d__train_inner,combined,outer,10,System,1230,0.91310861423221,0.991056910569106,0.950487329434698
primary__sequential_splt__cnn1d__train_inner,combined,outer,11,Unspecified,5680,0.973091036169841,0.980457746478873,0.97676050162238
primary__sequential_splt__cnn1d__train_inner,combined,outer,12,VoIP,1569,0.689795918367347,0.969407265774379,0.8060413354531
primary__sequential_splt__cnn1d__train_inner,combined,outer,13,Web,110690,0.992393113369879,0.953491733670612,0.972553572827254
