logical_group_id,partition,test_domain,class_index,class_name,support,precision,recall,f1
ablation_prefix__n020__transformer,combined,outer,13,Web,110690,0.983534167321213,0.927626705212756,0.954762701777877
ablation_prefix__n050__cnn1d,combined,inner,0,Chat,3985,0.799957528137609,0.945294855708908,0.866574649183345
ablation_prefix__n050__cnn1d,combined,inner,1,Cloud,5778,0.895607893061744,0.974039460020768,0.933178577350356
ablation_prefix__n050__cnn1d,combined,inner,2,Collaborative,6632,0.615462868769074,0.912243667068758,0.735026120762969
ablation_prefix__n050__cnn1d,combined,inner,3,ConnCheck,281,0.785923753665689,0.953736654804271,0.861736334405145
ablation_prefix__n050__cnn1d,combined,inner,4,Database,327,0.882022471910112,0.960244648318043,0.919472913616398
ablation_prefix__n050__cnn1d,combined,inner,5,Download,651,0.466346153846154,0.894009216589862,0.612954186413902
ablation_prefix__n050__cnn1d,combined,inner,6,Email,391,0.809935205183585,0.959079283887468,0.878220140515222
ablation_prefix__n050__cnn1d,combined,inner,7,Network,84447,0.999259860567281,0.991225265551174,0.995226347234194
ablation_prefix__n050__cnn1d,combined,inner,8,SocialNetwork,3883,0.973623559539053,0.979139840329642,0.976373908577298
ablation_prefix__n050__cnn1d,combined,inner,9,SoftwareUpdate,737,0.720418848167539,0.933514246947083,0.813238770685579
ablation_prefix__n050__cnn1d,combined,inner,10,System,1230,0.900369003690037,0.991869918699187,0.943907156673114
ablation_prefix__n050__cnn1d,combined,inner,11,Unspecified,5680,0.968788142981691,0.978169014084507,0.973455978975033
ablation_prefix__n050__cnn1d,combined,inner,12,VoIP,1569,0.706020696142992,0.95666029318037,0.812449255751015
ablation_prefix__n050__cnn1d,combined,inner,13,Web,110690,0.992376860635325,0.943210768813804,0.967169377848594
ablation_prefix__n050__cnn1d,combined,outer,0,Chat,3985,0.801023672424824,0.942534504391468,0.866036430712474
ablation_prefix__n050__cnn1d,combined,outer,1,Cloud,5778,0.879452480945715,0.978539286950502,0.926353731465553
ablation_prefix__n050__cnn1d,combined,outer,2,Collaborative,6632,0.651309846431798,0.869722557297949,0.744834710743802
ablation_prefix__n050__cnn1d,combined,outer,3,ConnCheck,281,0.665012406947891,0.953736654804271,0.783625730994152
ablation_prefix__n050__cnn1d,combined,outer,4,Database,327,0.786967418546366,0.960244648318043,0.865013774104683
ablation_prefix__n050__cnn1d,combined,outer,5,Download,651,0.476269775187344,0.878648233486943,0.617710583153348
ablation_prefix__n050__cnn1d,combined,outer,6,Email,391,0.712380952380952,0.956521739130435,0.816593886462882
ablation_prefix__n050__cnn1d,combined,outer,7,Network,84447,0.999149027974207,0.98716354636636,0.993120126756452
ablation_prefix__n050__cnn1d,combined,outer,8,SocialNetwork,3883,0.970663265306122,0.979912438835952,0.975265923362809
ablation_prefix__n050__cnn1d,combined,outer,9,SoftwareUpdate,737,0.714435146443515,0.926729986431479,0.80685174246899
ablation_prefix__n050__cnn1d,combined,outer,10,System,1230,0.785576303927881,0.991869918699187,0.876751706791232
ablation_prefix__n050__cnn1d,combined,outer,11,Unspecified,5680,0.96710182767624,0.978169014084507,0.972603938730853
ablation_prefix__n050__cnn1d,combined,outer,12,VoIP,1569,0.584173778122576,0.959847036328872,0.726308174584037
ablation_prefix__n050__cnn1d,combined,outer,13,Web,110690,0.991609292282632,0.945948143463728,0.968240684658526
ablation_prefix__n050__transformer,combined,inner,0,Chat,3985,0.610861983059293,0.922961104140527,0.735158904657206
ablation_prefix__n050__transformer,combined,inner,1,Cloud,5778,0.843187250996016,0.915714780200761,0.877955695677425
ablation_prefix__n050__transformer,combined,inner,2,Collaborative,6632,0.411531359004172,0.90726779252111,0.566225944572531
ablation_prefix__n050__transformer,combined,inner,3,ConnCheck,281,0.54989816700611,0.96085409252669,0.699481865284974
ablation_prefix__n050__transformer,combined,inner,4,Database,327,0.574817518248175,0.963302752293578,0.72
ablation_prefix__n050__transformer,combined,inner,5,Download,651,0.472894078398666,0.870967741935484,0.612972972972973
ablation_prefix__n050__transformer,combined,inner,6,Email,391,0.776617954070981,0.951406649616368,0.855172413793103
ablation_prefix__n050__transformer,combined,inner,7,Network,84447,0.999012333783002,0.982178170923775,0.990523732467114
ablation_prefix__n050__transformer,combined,inner,8,SocialNetwork,3883,0.874883286647993,0.96523306721607,0.917840088159667
ablation_prefix__n050__transformer,combined,inner,9,SoftwareUpdate,737,0.510590015128593,0.915875169606513,0.655658086449733
ablation_prefix__n050__transformer,combined,inner,10,System,1230,0.862800565770863,0.991869918699187,0.922844175491679
ablation_prefix__n050__transformer,combined,inner,11,Unspecified,5680,0.942287873582961,0.965845070422535,0.953921057207442
ablation_prefix__n050__transformer,combined,inner,12,VoIP,1569,0.475326329194524,0.951561504142766,0.633970276008493
ablation_prefix__n050__transformer,combined,inner,13,Web,110690,0.990977058582548,0.874144005781913,0.928901262420199
ablation_prefix__n050__transformer,combined,outer,0,Chat,3985,0.653259361997226,0.827352572145546,0.730070859167405
ablation_prefix__n050__transformer,combined,outer,1,Cloud,5778,0.814909614461686,0.881619937694704,0.846953196441932
ablation_prefix__n050__transformer,combined,outer,2,Collaborative,6632,0.514792319749216,0.792370325693607,0.624109263657957
ablation_prefix__n050__transformer,combined,outer,3,ConnCheck,281,0.340673575129534,0.935943060498221,0.499525166191833
ablation_prefix__n050__transformer,combined,outer,4,Database,327,0.714285714285714,0.963302752293578,0.8203125
ablation_prefix__n050__transformer,combined,outer,5,Download,651,0.575380359612725,0.639016897081413,0.605531295487627
ablation_prefix__n050__transformer,combined,outer,6,Email,391,0.46520618556701,0.923273657289003,0.618680377035133
ablation_prefix__n050__transformer,combined,outer,7,Network,84447,0.998287983098386,0.973604746172155,0.98579187799
ablation_prefix__n050__transformer,combined,outer,8,SocialNetwork,3883,0.733634755258502,0.961112541849086,0.832107023411371
ablation_prefix__n050__transformer,combined,outer,9,SoftwareUpdate,737,0.698275862068966,0.659430122116689,0.678297278436846
ablation_prefix__n050__transformer,combined,outer,10,System,1230,0.801576872536137,0.991869918699187,0.886627906976744
ablation_prefix__n050__transformer,combined,outer,11,Unspecified,5680,0.911529083942877,0.921478873239437,0.9164769742602
ablation_prefix__n050__transformer,combined,outer,12,VoIP,1569,0.32172972972973,0.948374760994264,0.480464966096222
ablation_prefix__n050__transformer,combined,outer,13,Web,110690,0.981446997020543,0.904679736200199,0.941501114130179
ablation_prefix__n080__cnn1d,combined,inner,0,Chat,3985,0.818572656921754,0.955583437892095,0.881787657751534
ablation_prefix__n080__cnn1d,combined,inner,1,Cloud,5778,0.899555696604253,0.981135340948425,0.938576158940397
ablation_prefix__n080__cnn1d,combined,inner,2,Collaborative,6632,0.574154299935478,0.939234016887817,0.712659458841027
ablation_prefix__n080__cnn1d,combined,inner,3,ConnCheck,281,0.87741935483871,0.96797153024911,0.920473773265651
ablation_prefix__n080__cnn1d,combined,inner,4,Database,327,0.880222841225627,0.966360856269113,0.921282798833819
ablation_prefix__n080__cnn1d,combined,inner,5,Download,651,0.617521367521368,0.887864823348694,0.728418399495904
ablation_prefix__n080__cnn1d,combined,inner,6,Email,391,0.826086956521739,0.971867007672634,0.893066980023502
ablation_prefix__n080__cnn1d,combined,inner,7,Network,84447,0.99925,0.993960709083804,0.996598336568772
ablation_prefix__n080__cnn1d,combined,inner,8,SocialNetwork,3883,0.976263399693721,0.985063095544682,0.980643507242661
ablation_prefix__n080__cnn1d,combined,inner,9,SoftwareUpdate,737,0.814285714285714,0.9280868385346,0.867469879518072
ablation_prefix__n080__cnn1d,combined,inner,10,System,1230,0.939204988308652,0.979674796747967,0.959013131715082
ablation_prefix__n080__cnn1d,combined,inner,11,Unspecified,5680,0.976674850929498,0.980457746478873,0.978562642769285
ablation_prefix__n080__cnn1d,combined,inner,12,VoIP,1569,0.8143550998381,0.961759082217973,0.881940385739334
ablation_prefix__n080__cnn1d,combined,inner,13,Web,110690,0.994161252468588,0.941412955099828,0.967068355088234
ablation_prefix__n080__cnn1d,combined,outer,0,Chat,3985,0.82274102896671,0.955081555834379,0.883985599814191
ablation_prefix__n080__cnn1d,combined,outer,1,Cloud,5778,0.87962962962963,0.9865005192108,0.930004894762604
ablation_prefix__n080__cnn1d,combined,outer,2,Collaborative,6632,0.629928593604471,0.917822677925211,0.747100337526849
ablation_prefix__n080__cnn1d,combined,outer,3,ConnCheck,281,0.771186440677966,0.97153024911032,0.859842519685039
ablation_prefix__n080__cnn1d,combined,outer,4,Database,327,0.875346260387812,0.966360856269113,0.918604651162791
ablation_prefix__n080__cnn1d,combined,outer,5,Download,651,0.634396355353075,0.855606758832565,0.728580771746239
ablation_prefix__n080__cnn1d,combined,outer,6,Email,391,0.713747645951036,0.969309462915601,0.822125813449024
ablation_prefix__n080__cnn1d,combined,outer,7,Network,84447,0.999224149249812,0.99131999952633,0.995256381296589
ablation_prefix__n080__cnn1d,combined,outer,8,SocialNetwork,3883,0.973999490186082,0.984032964202936,0.978990520112734
ablation_prefix__n080__cnn1d,combined,outer,9,SoftwareUpdate,737,0.816546762589928,0.924016282225237,0.866963717377467
ablation_prefix__n080__cnn1d,combined,outer,10,System,1230,0.905334335086401,0.979674796747967,0.941038656774697
ablation_prefix__n080__cnn1d,combined,outer,11,Unspecified,5680,0.974090505767524,0.96637323943662,0.970216526734423
ablation_prefix__n080__cnn1d,combined,outer,12,VoIP,1569,0.715362865221489,0.967495219885277,0.822541316716337
ablation_prefix__n080__cnn1d,combined,outer,13,Web,110690,0.993249120683787,0.9490468877044,0.970645033124821
ablation_prefix__n080__transformer,combined,inner,0,Chat,3985,0.674859931321164,0.937013801756587,0.784618617356588
ablation_prefix__n080__transformer,combined,inner,1,Cloud,5778,0.834235046588518,0.960713049498096,0.893018018018018
ablation_prefix__n080__transformer,combined,inner,2,Collaborative,6632,0.502087415864361,0.88857056694813,0.64162447601938
ablation_prefix__n080__transformer,combined,inner,3,ConnCheck,281,0.607064017660044,0.97864768683274,0.749318801089918
ablation_prefix__n080__transformer,combined,inner,4,Database,327,0.891737891737892,0.957186544342508,0.92330383480826
ablation_prefix__n080__transformer,combined,inner,5,Download,651,0.533151680290645,0.901689708141321,0.670091324200913
ablation_prefix__n080__transformer,combined,inner,6,Email,391,0.80952380952381,0.956521739130435,0.876905041031653
ablation_prefix__n080__transformer,combined,inner,7,Network,84447,0.999053314000168,0.987246438594621,0.993114785343308
ablation_prefix__n080__transformer,combined,inner,8,SocialNetwork,3883,0.84167585446527,0.98300283286119,0.906866239011642
ablation_prefix__n080__transformer,combined,inner,9,SoftwareUpdate,737,0.562144597887896,0.938941655359566,0.703252032520325
ablation_prefix__n080__transformer,combined,inner,10,System,1230,0.904129793510325,0.996747967479675,0.948182521268368
ablation_prefix__n080__transformer,combined,inner,11,Unspecified,5680,0.947359483783325,0.982218309859155,0.964474025412741
ablation_prefix__n080__transformer,combined,inner,12,VoIP,1569,0.576586849106803,0.966857871255577,0.722380952380952
ablation_prefix__n080__transformer,combined,inner,13,Web,110690,0.992705576863993,0.904896557954648,0.946769444536342
ablation_prefix__n080__transformer,combined,outer,0,Chat,3985,0.727095516569201,0.842409033877039,0.780516159032783
ablation_prefix__n080__transformer,combined,outer,1,Cloud,5778,0.782209469153515,0.943579093111803,0.855349858801381
ablation_prefix__n080__transformer,combined,outer,2,Collaborative,6632,0.628823097626621,0.77503015681544,0.694313116304201
ablation_prefix__n080__transformer,combined,outer,3,ConnCheck,281,0.372739916550765,0.953736654804271,0.536
ablation_prefix__n080__transformer,combined,outer,4,Database,327,0.915204678362573,0.957186544342508,0.935724962630792
ablation_prefix__n080__transformer,combined,outer,5,Download,651,0.564719358533792,0.757296466973886,0.646981627296588
ablation_prefix__n080__transformer,combined,outer,6,Email,391,0.544227886056971,0.928388746803069,0.686200378071834
ablation_prefix__n080__transformer,combined,outer,7,Network,84447,0.998707901124247,0.979359835162883,0.988939243563836
ablation_prefix__n080__transformer,combined,outer,8,SocialNetwork,3883,0.771086780210868,0.979397373165079,0.862847419171866
ablation_prefix__n080__transformer,combined,outer,9,SoftwareUpdate,737,0.653846153846154,0.71506105834464,0.683084899546338
ablation_prefix__n080__transformer,combined,outer,10,System,1230,0.80964970257766,0.995934959349594,0.893182646737149
ablation_prefix__n080__transformer,combined,outer,11,Unspecified,5680,0.918799796575691,0.954225352112676,0.93617756282926
ablation_prefix__n080__transformer,combined,outer,12,VoIP,1569,0.398204383416953,0.961121733588273,0.563106796116505
ablation_prefix__n080__transformer,combined,outer,13,Web,110690,0.986090178648568,0.928015177522811,0.956171664471449
cross_session__flattened_splt__random_forest,s1_to_s2,inner,0,Chat,2094,0.794362292051756,0.820916905444126,0.807421324565524
cross_session__flattened_splt__random_forest,s1_to_s2,inner,1,Cloud,2573,0.961538461538462,0.942479595802565,0.951913640824338
cross_session__flattened_splt__random_forest,s1_to_s2,inner,2,Collaborative,3558,0.697568389057751,0.645025295109612,0.670268691588785
cross_session__flattened_splt__random_forest,s1_to_s2,inner,3,ConnCheck,92,0.975903614457831,0.880434782608696,0.925714285714286
cross_session__flattened_splt__random_forest,s1_to_s2,inner,4,Database,200,0.974747474747475,0.965,0.969849246231156
cross_session__flattened_splt__random_forest,s1_to_s2,inner,5,Download,368,0.872670807453416,0.763586956521739,0.814492753623188
cross_session__flattened_splt__random_forest,s1_to_s2,inner,6,Email,172,0.8828125,0.656976744186046,0.753333333333333
cross_session__flattened_splt__random_forest,s1_to_s2,inner,7,Network,38836,0.99873792659369,0.998455041713874,0.9985964641197
cross_session__flattened_splt__random_forest,s1_to_s2,inner,8,SocialNetwork,1477,0.968493150684931,0.957345971563981,0.962887299965952
cross_session__flattened_splt__random_forest,s1_to_s2,inner,9,SoftwareUpdate,377,0.824146981627297,0.83289124668435,0.828496042216359
cross_session__flattened_splt__random_forest,s1_to_s2,inner,10,System,462,0.980728051391863,0.991341991341991,0.986006458557589
cross_session__flattened_splt__random_forest,s1_to_s2,inner,11,Unspecified,3314,0.9792543595911,0.982800241400121,0.981024096385542
cross_session__flattened_splt__random_forest,s1_to_s2,inner,12,VoIP,763,0.448254745866503,0.959370904325033,0.6110183639399
cross_session__flattened_splt__random_forest,s1_to_s2,inner,13,Web,49102,0.978801786412563,0.968575618101096,0.973661852166525
cross_session__flattened_splt__random_forest,s1_to_s2,outer,0,Chat,2094,0.718177056050288,0.654727793696275,0.684986260304771
cross_session__flattened_splt__random_forest,s1_to_s2,outer,1,Cloud,2573,0.987676056338028,0.654100272055966,0.787000233808744
cross_session__flattened_splt__random_forest,s1_to_s2,outer,2,Collaborative,3558,0.898193760262726,0.153738055087128,0.26253899688025
cross_session__flattened_splt__random_forest,s1_to_s2,outer,3,ConnCheck,92,0.696969696969697,0.25,0.368
cross_session__flattened_splt__random_forest,s1_to_s2,outer,4,Database,200,0.946078431372549,0.965,0.955445544554455
cross_session__flattened_splt__random_forest,s1_to_s2,outer,5,Download,368,1,0.0190217391304348,0.0373333333333333
cross_session__flattened_splt__random_forest,s1_to_s2,outer,6,Email,172,0.90625,0.337209302325581,0.491525423728814
cross_session__flattened_splt__random_forest,s1_to_s2,outer,7,Network,38836,0.976718347558204,0.995983108456072,0.986256661312119
cross_session__flattened_splt__random_forest,s1_to_s2,outer,8,SocialNetwork,1477,1,0.0751523358158429,0.139798488664987
cross_session__flattened_splt__random_forest,s1_to_s2,outer,9,SoftwareUpdate,377,0.625,0.013262599469496,0.025974025974026
cross_session__flattened_splt__random_forest,s1_to_s2,outer,10,System,462,0.15625,0.0108225108225108,0.0202429149797571
cross_session__flattened_splt__random_forest,s1_to_s2,outer,11,Unspecified,3314,0.978208232445521,0.975256487628244,0.976730129948625
cross_session__flattened_splt__random_forest,s1_to_s2,outer,12,VoIP,763,0.284407665505227,0.855832241153342,0.426936907486107
cross_session__flattened_splt__random_forest,s1_to_s2,outer,13,Web,49102,0.906700308382394,0.988004561932304,0.945607999454228
cross_session__flattened_splt__random_forest,s2_to_s1,inner,0,Chat,1891,0.707920792079208,0.831835007932311,0.764891806467299
cross_session__flattened_splt__random_forest,s2_to_s1,inner,1,Cloud,3205,0.893911995177818,0.925429017160686,0.909397516480147
cross_session__flattened_splt__random_forest,s2_to_s1,inner,2,Collaborative,3074,0.576232151082451,0.813923227065712,0.674757281553398
cross_session__flattened_splt__random_forest,s2_to_s1,inner,3,ConnCheck,189,0.980952380952381,0.544973544973545,0.700680272108844
cross_session__flattened_splt__random_forest,s2_to_s1,inner,4,Database,127,0.938461538461538,0.960629921259842,0.949416342412451
cross_session__flattened_splt__random_forest,s2_to_s1,inner,5,Download,283,0.630225080385852,0.692579505300353,0.65993265993266
cross_session__flattened_splt__random_forest,s2_to_s1,inner,6,Email,219,0.946236559139785,0.80365296803653,0.869135802469136
cross_session__flattened_splt__random_forest,s2_to_s1,inner,7,Network,45611,0.997827899425161,0.99710596128127,0.997466799723651
cross_session__flattened_splt__random_forest,s2_to_s1,inner,8,SocialNetwork,2406,0.922049956933678,0.889858686616791,0.905668358714044
cross_session__flattened_splt__random_forest,s2_to_s1,inner,9,SoftwareUpdate,360,0.884057971014493,0.677777777777778,0.767295597484277
cross_session__flattened_splt__random_forest,s2_to_s1,inner,10,System,768,0.983311938382542,0.997395833333333,0.990303813833226
cross_session__flattened_splt__random_forest,s2_to_s1,inner,11,Unspecified,2366,0.972689075630252,0.978444632290786,0.975558364938896
cross_session__flattened_splt__random_forest,s2_to_s1,inner,12,VoIP,806,0.936936936936937,0.903225806451613,0.919772583701832
cross_session__flattened_splt__random_forest,s2_to_s1,inner,13,Web,61588,0.978892083700367,0.95630642332922,0.967467455135313
cross_session__flattened_splt__random_forest,s2_to_s1,outer,0,Chat,1891,0.561116965226554,0.563194077207827,0.56215360253365
cross_session__flattened_splt__random_forest,s2_to_s1,outer,1,Cloud,3205,0.96174595389897,0.61185647425897,0.74790236460717
cross_session__flattened_splt__random_forest,s2_to_s1,outer,2,Collaborative,3074,0.862119013062409,0.193233571893299,0.315705554079192
cross_session__flattened_splt__random_forest,s2_to_s1,outer,3,ConnCheck,189,0.25,0.00529100529100529,0.0103626943005181
cross_session__flattened_splt__random_forest,s2_to_s1,outer,4,Database,127,0.734939759036145,0.960629921259842,0.832764505119454
cross_session__flattened_splt__random_forest,s2_to_s1,outer,5,Download,283,0.692307692307692,0.0318021201413428,0.0608108108108108
cross_session__flattened_splt__random_forest,s2_to_s1,outer,6,Email,219,0.989130434782609,0.415525114155251,0.585209003215434
cross_session__flattened_splt__random_forest,s2_to_s1,outer,7,Network,45611,0.962143975623175,0.99688671592379,0.979207270456234
cross_session__flattened_splt__random_forest,s2_to_s1,outer,8,SocialNetwork,2406,0.870646766169154,0.14546965918537,0.249287749287749
cross_session__flattened_splt__random_forest,s2_to_s1,outer,9,SoftwareUpdate,360,0.833333333333333,0.0138888888888889,0.0273224043715847
cross_session__flattened_splt__random_forest,s2_to_s1,outer,10,System,768,0.625,0.00651041666666667,0.0128865979381443
cross_session__flattened_splt__random_forest,s2_to_s1,outer,11,Unspecified,2366,0.935177539223782,0.95731191885038,0.946115288220551
cross_session__flattened_splt__random_forest,s2_to_s1,outer,12,VoIP,806,0.656716417910448,0.764267990074442,0.706422018348624
cross_session__flattened_splt__random_forest,s2_to_s1,outer,13,Web,61588,0.901893724424266,0.980531921802949,0.939570270564623
cross_session__flattened_splt__xgboost,s1_to_s2,inner,0,Chat,2094,0.774400684931507,0.863896848137536,0.816704288939052
cross_session__flattened_splt__xgboost,s1_to_s2,inner,1,Cloud,2573,0.966108297623685,0.963855421686747,0.964980544747082
cross_session__flattened_splt__xgboost,s1_to_s2,inner,2,Collaborative,3558,0.861532765642355,0.654019111860596,0.743569260265218
cross_session__flattened_splt__xgboost,s1_to_s2,inner,3,ConnCheck,92,0.87378640776699,0.978260869565217,0.923076923076923
cross_session__flattened_splt__xgboost,s1_to_s2,inner,4,Database,200,0.98469387755102,0.965,0.974747474747475
cross_session__flattened_splt__xgboost,s1_to_s2,inner,5,Download,368,0.902097902097902,0.701086956521739,0.788990825688073
cross_session__flattened_splt__xgboost,s1_to_s2,inner,6,Email,172,0.846715328467153,0.674418604651163,0.750809061488673
cross_session__flattened_splt__xgboost,s1_to_s2,inner,7,Network,38836,0.999097566006601,0.997759810485117,0.998428240144293
cross_session__flattened_splt__xgboost,s1_to_s2,inner,8,SocialNetwork,1477,0.952380952380952,0.974949221394719,0.963532954165273
cross_session__flattened_splt__xgboost,s1_to_s2,inner,9,SoftwareUpdate,377,0.913513513513514,0.896551724137931,0.904953145917001
cross_session__flattened_splt__xgboost,s1_to_s2,inner,10,System,462,1,0.995670995670996,0.997830802603037
cross_session__flattened_splt__xgboost,s1_to_s2,inner,11,Unspecified,3314,0.962430290578221,0.989438744719372,0.97574765659872
cross_session__flattened_splt__xgboost,s1_to_s2,inner,12,VoIP,763,0.511691884456671,0.975098296199214,0.671177266576455
cross_session__flattened_splt__xgboost,s1_to_s2,inner,13,Web,49102,0.978481915435558,0.977943871940043,0.978212819703189
cross_session__flattened_splt__xgboost,s1_to_s2,outer,0,Chat,2094,0.689765947682423,0.717765042979943,0.703487011467353
cross_session__flattened_splt__xgboost,s1_to_s2,outer,1,Cloud,2573,0.948483389504092,0.765643218033424,0.847311827956989
cross_session__flattened_splt__xgboost,s1_to_s2,outer,2,Collaborative,3558,0.860323886639676,0.238898257448004,0.373955125384954
cross_session__flattened_splt__xgboost,s1_to_s2,outer,3,ConnCheck,92,0.41875,0.728260869565217,0.531746031746032
cross_session__flattened_splt__xgboost,s1_to_s2,outer,4,Database,200,0.923444976076555,0.965,0.943765281173594
cross_session__flattened_splt__xgboost,s1_to_s2,outer,5,Download,368,0.857142857142857,0.0815217391304348,0.148883374689826
cross_session__flattened_splt__xgboost,s1_to_s2,outer,6,Email,172,0.898148148148148,0.563953488372093,0.692857142857143
cross_session__flattened_splt__xgboost,s1_to_s2,outer,7,Network,38836,0.97945657694261,0.993176434236276,0.986268794108622
cross_session__flattened_splt__xgboost,s1_to_s2,outer,8,SocialNetwork,1477,0.985531914893617,0.784021665538253,0.873303167420814
cross_session__flattened_splt__xgboost,s1_to_s2,outer,9,SoftwareUpdate,377,0.866666666666667,0.0689655172413793,0.127764127764128
cross_session__flattened_splt__xgboost,s1_to_s2,outer,10,System,462,0,0,0
cross_session__flattened_splt__xgboost,s1_to_s2,outer,11,Unspecified,3314,0.974025974025974,0.950512975256488,0.96212583995113
cross_session__flattened_splt__xgboost,s1_to_s2,outer,12,VoIP,763,0.267577340297308,0.872870249017038,0.409594095940959
cross_session__flattened_splt__xgboost,s1_to_s2,outer,13,Web,49102,0.941781622632686,0.984399820781231,0.962619242028957
cross_session__flattened_splt__xgboost,s2_to_s1,inner,0,Chat,1891,0.786737400530504,0.784241142252776,0.785487288135593
cross_session__flattened_splt__xgboost,s2_to_s1,inner,1,Cloud,3205,0.916915720263001,0.957254290171607,0.936650892993436
cross_session__flattened_splt__xgboost,s2_to_s1,inner,2,Collaborative,3074,0.757693553611921,0.760897852960312,0.75929232267489
cross_session__flattened_splt__xgboost,s2_to_s1,inner,3,ConnCheck,189,0.951219512195122,0.825396825396825,0.88385269121813
cross_session__flattened_splt__xgboost,s2_to_s1,inner,4,Database,127,0.960629921259842,0.960629921259842,0.960629921259842
cross_session__flattened_splt__xgboost,s2_to_s1,inner,5,Download,283,0.851485148514851,0.607773851590106,0.709278350515464
cross_session__flattened_splt__xgboost,s2_to_s1,inner,6,Email,219,0.938202247191011,0.762557077625571,0.841309823677582
cross_session__flattened_splt__xgboost,s2_to_s1,inner,7,Network,45611,0.998420775574662,0.998004867246936,0.99821277808844
cross_session__flattened_splt__xgboost,s2_to_s1,inner,8,SocialNetwork,2406,0.880345394736842,0.889858686616791,0.885076477883423
cross_session__flattened_splt__xgboost,s2_to_s1,inner,9,SoftwareUpdate,360,0.915032679738562,0.777777777777778,0.840840840840841
cross_session__flattened_splt__xgboost,s2_to_s1,inner,10,System,768,0.992248062015504,1,0.996108949416342
cross_session__flattened_splt__xgboost,s2_to_s1,inner,11,Unspecified,2366,0.96580483736447,0.978867286559594,0.972292191435768
cross_session__flattened_splt__xgboost,s2_to_s1,inner,12,VoIP,806,0.944512946979038,0.950372208436725,0.94743351886209
cross_session__flattened_splt__xgboost,s2_to_s1,inner,13,Web,61588,0.97829228296342,0.978339936351237,0.978316109077034
cross_session__flattened_splt__xgboost,s2_to_s1,outer,0,Chat,1891,0.6627539503386,0.776308831306187,0.715051144666342
cross_session__flattened_splt__xgboost,s2_to_s1,outer,1,Cloud,3205,0.980373831775701,0.654602184087363,0.785032740879327
cross_session__flattened_splt__xgboost,s2_to_s1,outer,2,Collaborative,3074,0.650071633237822,0.590435914118412,0.618820320490965
cross_session__flattened_splt__xgboost,s2_to_s1,outer,3,ConnCheck,189,0.417582417582418,0.201058201058201,0.271428571428571
cross_session__flattened_splt__xgboost,s2_to_s1,outer,4,Database,127,0.797385620915033,0.960629921259842,0.871428571428571
cross_session__flattened_splt__xgboost,s2_to_s1,outer,5,Download,283,0.806451612903226,0.088339222614841,0.159235668789809
cross_session__flattened_splt__xgboost,s2_to_s1,outer,6,Email,219,0.943181818181818,0.378995433789954,0.54071661237785
cross_session__flattened_splt__xgboost,s2_to_s1,outer,7,Network,45611,0.972955046323042,0.996974414066782,0.984818296010742
cross_session__flattened_splt__xgboost,s2_to_s1,outer,8,SocialNetwork,2406,0.991150442477876,0.139650872817955,0.244808743169399
cross_session__flattened_splt__xgboost,s2_to_s1,outer,9,SoftwareUpdate,360,0.884615384615385,0.0638888888888889,0.119170984455959
cross_session__flattened_splt__xgboost,s2_to_s1,outer,10,System,768,0,0,0
cross_session__flattened_splt__xgboost,s2_to_s1,outer,11,Unspecified,2366,0.942041522491349,0.920540997464074,0.931167165455323
cross_session__flattened_splt__xgboost,s2_to_s1,outer,12,VoIP,806,0.652631578947368,0.769230769230769,0.706150341685649
cross_session__flattened_splt__xgboost,s2_to_s1,outer,13,Web,61588,0.92791337916609,0.979606416834448,0.953059467486
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,0,Chat,2094,0.711827007943513,0.770296084049666,0.739908256880734
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,1,Cloud,2573,0.870010984987184,0.923435678196658,0.895927601809955
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,2,Collaborative,3558,0.567218635980915,0.568015739179314,0.567616907737677
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,3,ConnCheck,92,0.705357142857143,0.858695652173913,0.774509803921569
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,4,Database,200,0.974874371859296,0.97,0.972431077694236
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,5,Download,368,0.834394904458599,0.71195652173913,0.768328445747801
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,6,Email,172,0.817518248175182,0.651162790697674,0.724919093851133
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,7,Network,38836,0.999458455825468,0.997965804923267,0.998711572654418
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,8,SocialNetwork,1477,0.949704142011834,0.869329722410291,0.907741251325557
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,9,SoftwareUpdate,377,0.783606557377049,0.63395225464191,0.700879765395894
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,10,System,462,0.982905982905983,0.995670995670996,0.989247311827957
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,11,Unspecified,3314,0.968187274909964,0.973445986722993,0.970809509479386
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,12,VoIP,763,0.439949431099874,0.91218872870249,0.593603411513859
cross_session__matched_flow_stats__random_forest,s1_to_s2,inner,13,Web,49102,0.965263528777799,0.948494969655004,0.956805785251307
